DATE,HIGHTEMP,LOWTEMP,HUMIDITY,DESCRIPTION
7/26/2021,95,-14,76.72,nec sem duis aliquam convallis nunc proin at turpis a pede posuere
7/8/2021,83,-9,11.11,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
10/22/2021,-22,61,23.07,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
3/19/2021,45,-22,84.85,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
3/25/2021,116,62,96.7,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
10/27/2017,95,44,78.43,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
12/12/2017,107,14,16.29,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
7/28/2017,30,-32,75.44,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
3/11/2019,21,-49,47.47,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
1/25/2020,-19,0,3.5,morbi a ipsum integer a nibh in quis justo maecenas
8/29/2017,56,59,82.0,justo morbi ut odio cras mi pede malesuada in imperdiet
7/20/2020,11,103,92.34,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
7/25/2021,67,91,78.76,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim
12/16/2017,125,120,8.88,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit
8/5/2018,122,60,50.36,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
3/14/2018,-36,110,82.27,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
11/21/2021,127,96,74.66,id sapien in sapien iaculis congue vivamus metus arcu adipiscing
7/1/2021,26,38,45.55,non interdum in ante vestibulum ante ipsum primis in faucibus
10/27/2017,38,-32,41.34,justo etiam pretium iaculis justo in hac habitasse platea dictumst
6/19/2020,135,-42,15.52,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio
7/5/2018,-7,33,13.0,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
4/2/2021,65,6,63.19,sed accumsan felis ut at dolor quis odio consequat varius
11/21/2017,-34,140,12.61,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
4/14/2018,109,69,88.94,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
6/26/2020,118,19,41.31,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
8/23/2021,79,116,37.87,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
10/31/2020,-46,-34,19.48,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
5/22/2020,-2,-7,72.68,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
10/20/2018,0,-7,29.21,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
1/21/2018,-35,38,3.25,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
10/22/2017,30,94,60.33,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
11/11/2019,-1,-37,35.0,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
4/14/2019,50,92,34.16,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis
7/31/2020,70,132,94.16,odio cras mi pede malesuada in imperdiet et commodo vulputate
3/8/2021,-17,-21,46.84,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
8/26/2019,4,130,47.41,sapien cursus vestibulum proin eu mi nulla ac enim in tempor
7/12/2018,11,119,45.37,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
1/9/2022,8,102,15.99,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus
6/30/2020,88,79,94.02,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam
11/6/2018,27,-27,54.5,placerat praesent blandit nam nulla integer pede justo lacinia eget
1/17/2021,89,-48,66.3,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
2/28/2020,127,129,88.07,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
1/6/2022,42,-45,57.58,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
12/15/2017,128,94,42.39,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
3/13/2020,17,94,58.64,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum
1/8/2021,51,71,13.61,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
10/25/2020,81,51,79.03,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
5/19/2021,-37,61,65.76,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
3/31/2020,105,15,31.72,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
4/17/2021,62,-33,69.29,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
3/1/2018,129,-6,25.66,turpis elementum ligula vehicula consequat morbi a ipsum integer a
12/22/2021,-35,-32,18.11,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
10/25/2021,-6,46,15.38,quisque arcu libero rutrum ac lobortis vel dapibus at diam
6/16/2019,95,110,95.45,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus
10/25/2020,93,126,83.01,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
8/18/2021,28,19,45.54,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
10/19/2020,-21,82,18.79,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
8/24/2017,124,138,55.9,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
8/17/2021,0,71,3.91,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id
1/7/2019,138,133,79.66,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
3/10/2020,-26,6,15.97,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
4/26/2021,93,95,93.63,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
6/15/2019,22,97,18.97,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
10/6/2018,117,47,32.8,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
1/26/2019,21,44,96.35,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
5/31/2019,-13,1,14.68,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit
11/30/2019,2,-48,37.48,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
4/2/2020,119,65,69.95,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
6/11/2018,42,-46,14.43,platea dictumst morbi vestibulum velit id pretium iaculis diam erat
4/14/2019,-20,139,88.46,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
6/27/2019,16,79,88.73,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
6/24/2020,84,108,99.87,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
9/19/2017,-25,127,86.92,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
2/1/2018,-45,-17,94.99,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
6/30/2019,-14,65,55.07,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
12/19/2019,28,72,93.11,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
11/25/2020,-33,76,8.09,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
5/17/2021,-46,-20,7.64,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
10/6/2019,124,89,89.51,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
10/30/2021,28,105,66.8,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut
1/6/2020,-27,121,78.78,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
8/20/2021,112,26,15.68,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
2/5/2018,-24,-26,54.0,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
11/30/2018,112,64,95.71,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
10/20/2019,124,-34,1.46,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
5/16/2019,90,-42,72.78,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
3/1/2021,-47,-2,9.61,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
11/24/2020,88,-33,66.6,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
12/24/2019,84,85,14.24,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
12/7/2017,118,69,2.21,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
5/31/2020,74,103,71.08,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
5/8/2019,45,-50,30.84,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
7/15/2018,51,-26,55.08,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
7/30/2019,-28,26,41.86,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
12/25/2017,-50,101,30.6,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
2/4/2022,103,23,95.41,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
12/28/2019,90,122,32.83,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
10/6/2019,66,22,34.69,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
6/23/2019,108,-20,66.27,blandit mi in porttitor pede justo eu massa donec dapibus duis at
9/1/2020,6,32,58.59,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
9/30/2017,2,112,85.43,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
10/19/2018,30,83,78.74,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit
10/6/2021,0,95,64.97,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
6/6/2019,-12,137,51.38,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
9/29/2020,-2,-50,26.45,blandit nam nulla integer pede justo lacinia eget tincidunt eget
9/17/2020,115,129,20.32,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus
9/1/2020,-48,22,13.62,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque
6/23/2019,-33,120,80.92,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in
3/27/2020,-35,116,77.81,justo morbi ut odio cras mi pede malesuada in imperdiet et
2/23/2022,121,-17,95.51,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
8/30/2017,-23,12,10.77,tristique est et tempus semper est quam pharetra magna ac consequat
8/3/2017,48,113,2.89,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
5/18/2020,-32,-4,52.06,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
4/2/2019,110,96,65.74,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
3/5/2019,125,127,5.8,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
1/2/2018,118,-30,98.01,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
1/5/2022,11,96,62.87,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
12/4/2017,-23,99,65.19,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
2/27/2021,59,93,24.16,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
3/9/2020,138,-2,7.82,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
2/25/2019,-46,-39,40.38,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
1/16/2020,94,27,4.41,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
4/27/2019,59,33,31.42,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
11/13/2019,47,111,92.11,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
9/29/2018,75,28,64.98,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
2/21/2021,15,50,84.44,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
6/28/2020,114,-16,16.57,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam
5/10/2020,-28,91,70.17,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
10/23/2020,-31,-45,88.08,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
10/24/2021,-27,-45,50.05,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
3/19/2022,-12,52,14.57,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
11/19/2017,22,23,27.71,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
4/10/2018,121,70,69.85,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
1/6/2021,-32,-13,89.34,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
2/2/2022,-13,56,32.09,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
10/19/2019,124,101,5.51,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
5/21/2020,-33,90,12.78,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
6/25/2021,57,-22,16.72,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
7/6/2018,125,22,14.61,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
9/8/2017,51,93,44.84,est et tempus semper est quam pharetra magna ac consequat metus sapien
3/30/2021,75,132,22.24,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
11/12/2021,-31,71,22.21,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
6/2/2020,-31,-35,15.69,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
11/30/2020,-11,-28,46.56,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
11/9/2018,2,32,10.92,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
7/2/2019,33,39,65.78,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
12/23/2018,2,98,50.59,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit
9/30/2018,-10,116,65.25,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
11/16/2018,-2,25,48.34,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
7/2/2021,-38,116,84.97,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
1/24/2019,138,127,24.0,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
7/1/2018,-34,107,19.35,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
10/13/2018,110,83,44.12,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
1/11/2018,34,61,16.56,erat fermentum justo nec condimentum neque sapien placerat ante nulla
4/25/2019,45,101,97.23,non mauris morbi non lectus aliquam sit amet diam in magna bibendum
2/4/2021,101,48,69.4,odio in hac habitasse platea dictumst maecenas ut massa quis
9/29/2020,-34,118,81.73,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien
1/9/2020,35,20,68.03,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra
3/4/2019,93,19,70.45,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu
6/10/2019,68,27,28.4,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
4/22/2019,33,127,50.8,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
1/27/2019,89,68,33.85,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
6/16/2021,-19,119,31.73,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
12/6/2020,140,62,79.43,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
9/25/2021,100,133,23.0,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
9/20/2019,32,35,90.29,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
12/10/2019,-49,118,59.76,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
9/15/2017,2,51,76.15,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
9/7/2021,-46,-34,81.96,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
1/28/2021,84,-17,41.09,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
5/30/2020,75,2,22.87,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
11/24/2018,122,0,31.01,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
3/16/2019,15,-26,91.04,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
1/12/2020,-10,19,14.82,id pretium iaculis diam erat fermentum justo nec condimentum neque
10/16/2017,58,17,58.76,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
11/16/2020,-46,98,67.88,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
10/16/2018,4,73,25.34,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
2/28/2020,73,-8,31.22,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
1/29/2020,75,-36,33.3,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam
2/24/2020,25,42,39.76,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia
1/22/2018,105,100,47.21,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
3/18/2020,18,64,57.74,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
3/19/2019,130,-2,47.12,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
7/10/2020,107,41,61.27,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
8/4/2019,-11,26,77.1,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
12/28/2020,56,54,59.55,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
6/4/2019,-22,61,92.18,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu
8/28/2020,129,66,4.04,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
1/10/2018,48,21,5.48,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
2/28/2019,31,-8,3.56,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
11/9/2017,18,-12,52.45,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
1/14/2018,18,69,62.28,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum
6/22/2020,42,-39,71.18,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
1/29/2019,133,-29,54.91,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
2/5/2019,114,104,82.17,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
6/1/2021,59,4,40.72,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
11/24/2019,77,-12,99.15,lectus vestibulum quam sapien varius ut blandit non interdum in ante
11/17/2021,31,23,34.53,turpis a pede posuere nonummy integer non velit donec diam
3/5/2022,67,94,40.5,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
7/19/2021,51,-13,15.18,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque
9/27/2020,84,119,75.39,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
5/29/2020,24,-28,22.11,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
6/9/2020,12,-42,33.75,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
6/30/2021,-24,22,57.29,eu sapien cursus vestibulum proin eu mi nulla ac enim in
11/22/2020,103,59,55.22,sodales sed tincidunt eu felis fusce posuere felis sed lacus
7/23/2019,104,19,39.59,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
8/16/2017,35,121,34.59,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
8/31/2017,-10,-11,33.04,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla
2/14/2018,21,14,78.14,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam
8/6/2018,-20,79,87.44,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
7/24/2020,91,61,17.4,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit
4/1/2019,51,-37,69.98,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus
11/26/2018,-1,7,33.73,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
7/21/2018,78,121,20.65,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
5/8/2019,36,-24,8.9,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
11/22/2020,-18,77,9.18,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
3/1/2019,69,-25,52.93,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu
1/16/2018,21,71,89.38,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
10/9/2019,-29,105,47.19,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui
10/4/2019,2,67,78.84,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
8/26/2018,112,37,75.25,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
7/11/2019,125,130,18.93,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
1/11/2020,108,110,83.39,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
12/13/2017,34,-20,92.69,phasellus in felis donec semper sapien a libero nam dui proin
5/31/2020,-27,-24,22.58,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
9/6/2018,-40,-10,68.75,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
12/23/2017,-4,83,91.97,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices
3/10/2021,77,14,60.47,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
12/20/2019,-30,139,52.66,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
5/6/2020,72,111,76.24,mauris vulputate elementum nullam varius nulla facilisi cras non velit
5/25/2020,77,134,9.83,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
3/10/2018,-18,5,76.71,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede
1/7/2020,15,24,45.73,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
11/20/2020,-3,-37,22.58,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in
1/17/2020,6,11,32.71,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
9/4/2018,48,-13,40.73,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
12/13/2019,45,83,12.67,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc
2/29/2020,113,63,99.09,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum
7/13/2021,117,96,93.2,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
3/27/2021,-25,102,64.34,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
8/8/2019,124,131,10.83,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
3/4/2022,126,71,90.77,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
11/8/2018,21,116,4.24,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
11/24/2017,47,37,21.58,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra
